ID,collection_date,longitude,latitude,days_death
2872,2024-12-16,3976714.47936976,2955309.27831129,316
2919,2024-12-16,4033389.78898844,2978756.54450323,316
2940,2024-12-16,3982203.6948983,2943223.98589234,316
3089,2024-12-16,3985020.09849094,2993632.36741447,316
3210,2024-12-16,3979891.38596788,2975621.20433521,316
3275,2024-12-16,3986898.76052116,2990154.85620459,316
3745,2024-12-16,3977926.60063159,2989361.51489069,316
3907,2024-12-16,3983077.08331453,3003256.98418893,316
4065,2024-12-16,4007796.45235044,2996386.64945019,316
3056,2024-12-17,4013906.7130111,2987265.697165,317
3209,2024-12-17,3983102.81237587,2945934.16937357,317
3247,2024-12-17,4010166.82978125,2989327.543639,317
3815,2024-12-17,3993527.51356877,2925950.04665017,317
4329,2024-12-17,3982724.58352979,2967415.18343391,317
4482,2024-12-17,4014773.87737581,2929898.4217676,317
4601,2024-12-17,4011607.70683804,2936241.29902897,317
3192,2024-12-18,3983194.53336538,2978942.47705929,318
3213,2024-12-18,3977099.65817139,2964788.76869196,318
3216,2024-12-18,3972270.06360292,2997607.33940141,318
3235,2024-12-18,3984336.98687467,2979263.1755227,318
3242,2024-12-18,3974095.82842051,2987308.48528356,318
3644,2024-12-18,4003438.26420554,2964767.5881202,318
3650,2024-12-18,3985112.27330762,2988725.20211179,318
4274,2024-12-18,3999922.86806423,2920951.75783423,318
3321,2024-12-19,3992261.3505015,2996395.07926485,319
3940,2024-12-19,4015870.51595738,2980712.97032785,319
4172,2024-12-19,3980600.96662041,2977220.31046802,319
3093,2024-12-20,3978215.61133325,2987547.18772374,320
3305,2024-12-20,3989040.09966852,2998449.17257117,320
3323,2024-12-20,4015743.48314178,2933543.79234414,320
3437,2024-12-20,4001478.22103304,2931719.79510679,320
3516,2024-12-20,4001982.92264115,2993573.70443234,320
3857,2024-12-20,3991783.37676443,2991222.346757,320
3938,2024-12-20,3996222.08223139,3001330.9936772,320
3380,2024-12-21,4012339.65263945,2931971.82517213,321
3460,2024-12-21,4001649.79641132,2995244.10380238,321
3500,2024-12-21,4017117.15805236,2978810.87256319,321
3739,2024-12-21,4016725.13257533,2993184.36036539,321
4314,2024-12-21,4000380.7059657,2990986.037196,321
5248,2024-12-21,3999379.86167466,2995664.75415684,321
3322,2024-12-22,4000669.38548445,2995828.80527821,322
3547,2024-12-22,4018033.69021161,2991650.26809641,322
3551,2024-12-22,4032735.80438544,2974763.58432387,322
3613,2024-12-22,3992479.80851118,2925201.16883362,322
3673,2024-12-22,3982944.7541682,2988218.91281811,322
3215,2024-12-23,4008485.52948733,2935266.0133727,323
3425,2024-12-23,3989209.56508225,2918637.226072,323
3491,2024-12-23,4032641.00326531,2983971.07275289,323
3554,2024-12-23,3969493.61089992,2972385.73238493,323
3587,2024-12-23,4014456.71281153,2988565.9757008,323
3619,2024-12-23,4018131.79904238,2993515.89841978,323
3719,2024-12-23,3996504.03501103,2927732.58570474,323
3789,2024-12-23,3979615.53445223,2988604.66760736,323
4853,2024-12-23,3983531.76153871,2951192.94607437,323
3197,2024-12-24,4027210.28431297,2950934.56164415,324
3542,2024-12-24,3975906.40883483,2973506.92578778,324
3570,2024-12-24,4029544.10722105,2959396.91923643,324
3751,2024-12-24,3976459.43643933,2962712.68415725,324
3763,2024-12-24,3999858.63270811,2984207.35059097,324
4006,2024-12-24,4008167.6590473,2995774.64715671,324
4248,2024-12-24,4033950.75466741,2979719.12212866,324
4330,2024-12-24,4025929.17761993,2978621.71833251,324
4896,2024-12-24,3992528.61499382,2923761.5615181,324
3403,2024-12-25,3992399.33554941,2983613.03589404,325
3456,2024-12-25,3991090.64124216,2925582.837709,325
3550,2024-12-25,4030082.45412205,2988569.10067481,325
3564,2024-12-25,4023284.71923822,2981506.69205302,325
3599,2024-12-25,3975965.68440813,2990203.99075586,325
3961,2024-12-25,4036763.47568135,2973724.93555225,325
5054,2024-12-25,3988526.45932454,2943892.36482387,325
5651,2024-12-25,3988674.5492786,2978672.72504958,325
3594,2024-12-26,3999150.08151274,2988904.67852196,326
3687,2024-12-26,3976788.08650046,2969980.93029496,326
3971,2024-12-26,4025685.72837271,2994035.19674665,326
3995,2024-12-26,4020241.18359107,2971731.23381588,326
4284,2024-12-26,4017664.13814558,2950492.45681383,326
4544,2024-12-26,4002122.71165696,2995670.40812785,326
4807,2024-12-26,4000245.21385355,2988523.74089562,326
5206,2024-12-26,4003567.45138895,2933346.67169485,326
3900,2024-12-27,3975478.7368263,2969307.73976369,327
3974,2024-12-27,3986219.15192883,2998699.26627844,327
4136,2024-12-27,4000534.29954522,2990103.3094727,327
4991,2024-12-27,4019896.39218335,2956229.5876965,327
5130,2024-12-27,3970478.94186706,2996337.76712409,327
5384,2024-12-27,3981370.07900483,2978527.01057571,327
3611,2024-12-28,3987130.83557822,2993393.18357032,328
3695,2024-12-28,3983898.77835358,2948036.01774004,328
3939,2024-12-28,4002947.6509505,2930739.37051454,328
3993,2024-12-28,4015956.80698436,2988129.36547146,328
4157,2024-12-28,4008002.2998729,2995631.36768622,328
4268,2024-12-28,3983912.60752321,2999470.51497667,328
4385,2024-12-28,4022418.94773136,2949171.13778964,328
4751,2024-12-28,3988354.85375991,2978572.29825098,328
5281,2024-12-28,4032152.62610518,2978566.71023978,328
5458,2024-12-28,4030864.41790636,2985193.05880053,328
5800,2024-12-28,3988514.31089463,2994797.04554169,328
3806,2024-12-29,4024627.35511401,2976033.35389806,329
3842,2024-12-29,3998706.00979134,2978671.14963686,329
3953,2024-12-29,4027764.61942331,2977039.25082311,329
3985,2024-12-29,4017888.2194598,2992458.91955202,329
4093,2024-12-29,3972488.40590962,2975809.5727972,329
4417,2024-12-29,3988477.76594141,2938962.73768217,329
3737,2024-12-30,4004009.54540988,2933020.84792354,330
3895,2024-12-30,4028913.5787269,2976793.51188116,330
3927,2024-12-30,4022026.94194402,2930509.66903118,330
3996,2024-12-30,4018391.22040064,2993633.62805879,330
4092,2024-12-30,3996220.96765171,2981158.04397573,330
4096,2024-12-30,4025163.16200081,2976740.8182421,330
4151,2024-12-30,4006429.39580601,2934725.78564818,330
4163,2024-12-30,4021435.85472631,2949498.88304586,330
4258,2024-12-30,4021400.48906519,2989751.60533253,330
4313,2024-12-30,4015870.32015162,2981441.43133624,330
4841,2024-12-30,4004936.56577669,2984489.22593191,330
5037,2024-12-30,3998203.26332374,2978196.19281615,330
6174,2024-12-30,4011530.16612016,2929392.78650302,330
3698,2025-01-01,3984680.31075344,2948825.54828719,332
3896,2025-01-01,3999971.24310047,2963193.71326917,332
3941,2025-01-01,4006128.60205732,2992187.60138798,332
4183,2025-01-01,4020826.92520179,2970577.47911256,332
4202,2025-01-01,4018232.97265919,2932276.78188573,332
4249,2025-01-01,4016458.37361214,2932863.78702375,332
4256,2025-01-01,3976921.60173913,2939274.57676131,332
4265,2025-01-01,3982727.7018795,2996235.88306571,332
4272,2025-01-01,3991031.46902738,2947000.23640635,332
4287,2025-01-01,3979310.26372978,2964771.63880267,332
4289,2025-01-01,4002868.66095593,2931007.96605986,332
4291,2025-01-01,3998417.39105126,2999304.8829594,332
4300,2025-01-01,4016742.57784702,2982547.86255808,332
4306,2025-01-01,3979222.62934456,2985448.61043812,332
4325,2025-01-01,3977013.2115122,2973163.98845302,332
4351,2025-01-01,4003535.31639411,2933462.8212419,332
4356,2025-01-01,3981359.25354646,2942878.92413924,332
4364,2025-01-01,3971811.30875753,2984538.62559157,332
4418,2025-01-01,3983294.43551502,2967970.76980398,332
4454,2025-01-01,3982896.91637953,2934289.11688358,332
4523,2025-01-01,4015793.46258448,2936044.68478487,332
4540,2025-01-01,4034312.19151811,2981927.1709328,332
4564,2025-01-01,3988876.57567532,2994792.91573569,332
4570,2025-01-01,3977218.96234748,2971913.89862865,332
4592,2025-01-01,4016918.42043211,2979973.95254057,332
4594,2025-01-01,3985108.28336894,2967642.5745127,332
4611,2025-01-01,3986946.78009551,2994011.97088674,332
4612,2025-01-01,3985149.54164674,2991746.56351929,332
4620,2025-01-01,4014635.4349239,2990743.00995802,332
4622,2025-01-01,4031687.6577692,2980076.82791136,332
4624,2025-01-01,4023005.33719747,2943575.48480747,332
4631,2025-01-01,3980697.88233251,2988089.42517352,332
4680,2025-01-01,3969864.77185725,3001912.83178801,332
4718,2025-01-01,3984584.58667893,2988286.89983997,332
4732,2025-01-01,3979551.49998055,2975604.15535762,332
4746,2025-01-01,4022147.24737474,2939765.36329355,332
4778,2025-01-01,3970290.44712246,2993989.68746299,332
4779,2025-01-01,3975294.16924396,2981608.15414265,332
4804,2025-01-01,4011452.3156027,2988831.39412528,332
4806,2025-01-01,4017963.68695756,2946749.00436404,332
4843,2025-01-01,4026490.95127454,2976108.8344293,332
4889,2025-01-01,3971681.54530561,2986315.56482977,332
4905,2025-01-01,4026296.58456683,2975340.18740439,332
4911,2025-01-01,4042687.86439219,2956637.99090488,332
4917,2025-01-01,3980092.18651993,2948124.27961566,332
4931,2025-01-01,4001259.59347075,2918927.72348177,332
4935,2025-01-01,4002314.73023929,2963089.41283659,332
4941,2025-01-01,3999636.91812134,2976364.33563162,332
4966,2025-01-01,3986268.81868608,2995721.56562516,332
4968,2025-01-01,3998647.51950811,2990241.88191117,332
4970,2025-01-01,4013670.41439839,2937233.84160501,332
5004,2025-01-01,4010773.65382692,2988315.76929447,332
5017,2025-01-01,4002023.19170783,2930773.77717857,332
5025,2025-01-01,4033824.12382394,2977818.0054858,332
5026,2025-01-01,3976767.76460156,2970601.79447973,332
5040,2025-01-01,3982993.77958349,2999218.33683171,332
5041,2025-01-01,4006039.46955014,2990356.59460301,332
5090,2025-01-01,4012790.00188543,2990638.61027709,332
5103,2025-01-01,4020601.0275951,2970685.7647477,332
5115,2025-01-01,4001897.67291287,2932906.75527095,332
5127,2025-01-01,3982445.87105743,2967534.48349244,332
5135,2025-01-01,3985518.00812345,2998592.78305296,332
5144,2025-01-01,4021030.8531517,2945511.36297519,332
5168,2025-01-01,4020707.22936625,2978078.56644908,332
5175,2025-01-01,3974273.50537457,2970913.03413202,332
5179,2025-01-01,3987131.27099744,2981657.98359476,332
5194,2025-01-01,3974648.04970382,2970137.62023201,332
5205,2025-01-01,3997681.57263372,2927486.72447929,332
5251,2025-01-01,4001896.47030456,2963221.55915157,332
5265,2025-01-01,4012807.96365971,2991856.6959325,332
5270,2025-01-01,4034813.52119304,2980445.93619357,332
5279,2025-01-01,4030429.60828538,2977529.10966915,332
5282,2025-01-01,3981802.35616992,2998417.40816546,332
5283,2025-01-01,4013552.23153839,2989850.63635709,332
5302,2025-01-01,3983947.17567393,2993301.23454648,332
5304,2025-01-01,4005863.2253495,2933397.13295289,332
5311,2025-01-01,4016952.65383141,2931372.7608648,332
5326,2025-01-01,3975029.41068823,2963602.31205539,332
5327,2025-01-01,4018312.21339931,2982686.66291875,332
5335,2025-01-01,4003514.1802404,2932652.06646923,332
5336,2025-01-01,4003580.88422438,2991191.98890926,332
5354,2025-01-01,4029442.49334496,2966975.59911624,332
5356,2025-01-01,4001350.72258879,2963456.43909352,332
5399,2025-01-01,4005366.7752253,2991885.64027708,332
5402,2025-01-01,3978023.72312087,2974395.25779695,332
5435,2025-01-01,3977270.07085305,2964973.0301862,332
5445,2025-01-01,4030834.43662077,2961441.46697208,332
5446,2025-01-01,3988716.36202641,2989603.03759861,332
5448,2025-01-01,3992968.90483144,2924638.664344,332
5451,2025-01-01,3981636.80971279,2976177.27667031,332
5476,2025-01-01,4021168.41176454,2972593.78917218,332
5488,2025-01-01,4026229.88378486,2989434.24342598,332
5501,2025-01-01,4019463.86099721,2971700.52281161,332
5516,2025-01-01,4025169.33972309,2986542.01717571,332
5517,2025-01-01,4027473.10269215,2980630.2643008,332
5527,2025-01-01,3999716.70295884,2989264.26692422,332
5583,2025-01-01,3985006.15249063,2990050.10306001,332
5595,2025-01-01,4037621.27208997,2975527.57835476,332
5596,2025-01-01,4022449.39682858,2996113.13348697,332
5597,2025-01-01,4026565.80270325,2995168.76171801,332
5599,2025-01-01,4017380.04741839,2991935.10752618,332
5600,2025-01-01,4017206.47096938,2993665.37092631,332
5601,2025-01-01,4025133.21854626,2993042.18174021,332
5616,2025-01-01,3999227.67900643,2984423.79604743,332
5621,2025-01-01,4001260.66797672,2929250.65522046,332
5622,2025-01-01,3981145.77483381,2948441.04376334,332
5623,2025-01-01,3999256.25826673,2984194.78793227,332
5636,2025-01-01,3982276.34789887,2967938.97665638,332
5652,2025-01-01,4018975.39601173,2941833.39016826,332
5670,2025-01-01,3988708.17074986,2996772.64138762,332
5696,2025-01-01,4021179.87937772,2976591.26026913,332
5698,2025-01-01,3989750.87337376,2938218.1140946,332
5709,2025-01-01,4028595.16589604,2975570.70560269,332
5711,2025-01-01,3996978.20584652,2932659.85426108,332
5717,2025-01-01,4025141.92605094,2995585.23465104,332
5719,2025-01-01,4019510.37194754,2975281.9768847,332
5726,2025-01-01,3980591.21389197,2934591.22957897,332
5746,2025-01-01,3975380.73210773,2973290.77096047,332
5764,2025-01-01,4019692.93962628,2981675.35288343,332
5776,2025-01-01,4002386.13420419,2984983.29405381,332
5793,2025-01-01,3981193.05437054,2975978.83677081,332
5794,2025-01-01,4012975.23299047,2936313.59755683,332
5853,2025-01-01,4005184.12385557,2934451.38380845,332
5863,2025-01-01,4018179.48663993,2991251.37258931,332
5874,2025-01-01,4015372.27324903,2947887.85660028,332
5889,2025-01-01,3986325.97965154,2966375.80264318,332
5902,2025-01-01,4029981.17400729,2985201.83976069,332
5904,2025-01-01,4022421.7103001,2978685.35672782,332
5911,2025-01-01,4024867.3688044,2969161.76225477,332
5927,2025-01-01,4026778.56593973,2989562.69955297,332
5962,2025-01-01,3999851.0893239,2932205.58361681,332
5963,2025-01-01,4002018.67481237,2933171.16227886,332
5964,2025-01-01,4017333.22956019,2982418.90485426,332
5976,2025-01-01,4021152.53764598,2986430.54597498,332
5987,2025-01-01,4017207.86152576,2933129.88878063,332
6012,2025-01-01,3983394.43365553,2946943.08477248,332
6031,2025-01-01,4017425.42648879,2991875.99641226,332
6045,2025-01-01,4017001.9412878,2933093.33737471,332
6071,2025-01-01,4017804.1758338,2994052.19330131,332
6076,2025-01-01,3984240.10477007,2988417.87575205,332
6079,2025-01-01,3970630.08514767,2990260.18104455,332
6086,2025-01-01,3989446.99762165,2944022.70358504,332
6089,2025-01-01,3985468.67382021,2998201.11788457,332
6092,2025-01-01,4030207.76196741,2959315.77311555,332
6103,2025-01-01,3992708.98201374,2983606.87057796,332
6104,2025-01-01,3988237.97140668,2927005.0466828,332
6125,2025-01-01,4025331.13340066,2968872.82544083,332
6130,2025-01-01,3986409.7633355,2967542.54336802,332
6209,2025-01-01,4020356.58108235,2971996.64556667,332
6213,2025-01-01,3997371.01234116,2927328.92465256,332
6245,2025-01-01,4017159.73239792,2991698.807545,332
6246,2025-01-01,4021370.64246228,2971754.07461839,332
6247,2025-01-01,4023756.04842353,2973721.55205237,332
6278,2025-01-01,3984476.93120522,2935145.55722406,332
6279,2025-01-01,3977802.86624864,2964360.69377546,332
6287,2025-01-01,3986750.06070912,2966508.89877043,332
6290,2025-01-01,3981718.10536934,2992668.60156563,332
6313,2025-01-01,3999935.6563248,2990444.29348149,332
6319,2025-01-01,4039837.25340355,2953489.51686699,332
6338,2025-01-01,4001824.78201865,2964151.70745912,332
6359,2025-01-01,3973277.3268884,2964361.82437,332
6365,2025-01-01,4025730.59633735,2981520.444079,332
6372,2025-01-01,3987194.30515571,2950413.07429449,332
6375,2025-01-01,4002880.05534818,2932714.23243871,332
6386,2025-01-01,3984329.50649842,2986102.41262424,332
6388,2025-01-01,4019318.63047155,2993764.52332956,332
6401,2025-01-01,4019295.09406282,2943941.41369609,332
6416,2025-01-01,3982822.33013402,2946806.67290257,332
6418,2025-01-01,4021900.09181543,2947644.0753191,332
6437,2025-01-01,4017342.26244277,2992760.78140296,332
6440,2025-01-01,4020280.82397394,2989820.22358917,332
6454,2025-01-01,3989030.83651596,2979819.06132395,332
6458,2025-01-01,3969860.22140748,2995035.15051486,332
6459,2025-01-01,3968874.50963197,2993758.63686122,332
6468,2025-01-01,3989094.18766503,2943593.20832932,332
6473,2025-01-01,3987194.47949391,2995636.74901018,332
6482,2025-01-01,3985115.87601328,2997745.2997293,332
6488,2025-01-01,4019554.8770018,2976336.31111211,332
6512,2025-01-01,4025931.79880831,2983298.58198409,332
6515,2025-01-01,4016422.83816155,2993578.87237853,332
6516,2025-01-01,4027730.76986472,2994336.61212627,332
6528,2025-01-01,4002190.6359553,2931402.53494478,332
6563,2025-01-01,4013016.7842679,2936660.96722376,332
6571,2025-01-01,4013221.42265766,2989256.21970138,332
6574,2025-01-01,3969146.98522821,2999669.7649235,332
6588,2025-01-01,4003190.75742225,2931962.1749549,332
6589,2025-01-01,4034770.13220815,2980212.9017311,332
6608,2025-01-01,4035997.65506012,2975802.56500807,332
6633,2025-01-01,4016915.99466258,2991480.48058496,332
6648,2025-01-01,4015642.67237639,2990680.15828148,332
6649,2025-01-01,4016218.60668988,2986986.29610703,332
6662,2025-01-01,4020666.27695315,2990045.17776486,332
6687,2025-01-01,4015891.32654715,2933548.2323106,332
6692,2025-01-01,3971311.23871416,3000570.53605317,332
6701,2025-01-01,4030826.66929918,2960557.18379263,332
6722,2025-01-01,3985305.93666207,2997355.08911415,332
6747,2025-01-01,3985633.33141497,2967570.70538453,332
6762,2025-01-01,4017939.92734644,2992342.08901543,332
6769,2025-01-01,4018940.75572168,2992981.48923833,332
6794,2025-01-01,3984252.98387608,2990807.09896123,332
6801,2025-01-01,3984317.19515097,2989804.83629081,332
6806,2025-01-01,3977552.0242809,2965147.28313378,332
6837,2025-01-01,3997648.67398102,2927559.95883943,332
6845,2025-01-01,3976825.42112644,2963073.94538429,332
6871,2025-01-01,3998122.67667603,2933695.17239182,332
6873,2025-01-01,4022680.52333266,2995775.10597976,332
6883,2025-01-01,3982994.81463797,2948848.47053614,332
6897,2025-01-01,4001814.24945468,2931466.66361473,332
6930,2025-01-01,4001061.49826087,2916600.5066849,332
6944,2025-01-01,4020061.46705639,2971725.67593823,332
6949,2025-01-01,3974941.81899795,2970188.8034485,332
6958,2025-01-01,4013329.51086241,2990593.01061112,332
6963,2025-01-01,4015470.83215885,2929980.36320262,332
6979,2025-01-01,4001720.00493143,2989912.88680897,332
6990,2025-01-01,4020573.75280342,2976721.77710508,332
7042,2025-01-01,3995318.47069881,2934798.25484268,332
7045,2025-01-01,4017079.63372629,2992257.45052764,332
7061,2025-01-01,3971979.38297434,2986597.15630781,332
7065,2025-01-01,4011230.58120196,2988451.91528658,332
7091,2025-01-01,3975115.47865605,2963309.25022288,332
7092,2025-01-01,4003820.20521227,2933691.51231613,332
7093,2025-01-01,4031158.8154245,2965554.36135263,332
7100,2025-01-01,4019840.43668435,2971533.37292198,332
7118,2025-01-01,3996615.68447117,2932884.74212709,332
7162,2025-01-01,3981359.25354646,2942878.92413924,332
7167,2025-01-01,3983294.43551502,2967970.76980398,332
7204,2025-01-01,4001259.59347075,2918927.72348177,332
7208,2025-01-01,4010773.65382692,2988315.76929447,332
7209,2025-01-01,4006039.46955014,2990356.59460301,332
7227,2025-01-01,4003580.88422438,2991191.98890926,332
7229,2025-01-01,4029442.49334496,2966975.59911624,332
7235,2025-01-01,4025169.33972309,2986542.01717571,332
7253,2025-01-01,3989750.87337376,2938218.1140946,332
7271,2025-01-01,4018179.48663993,2991251.37258931,332
